employee_id,department,attrition_prob,replacement_cost,expected_loss,intervention_cost,roi,recommend_intervention
EMP1772,Engineering,0.5908383740013785,1196848.5,707144.0216659888,50000,14.142880433319776,True
EMP1709,Sales,0.7900716910588165,876357.75,692385.4495149995,50000,13.84770899029999,True
EMP1990,Consulting,0.6348630889497751,1021974.0,648813.5704663574,50000,12.976271409327149,True
EMP1424,Engineering,0.5842019146582118,1027242.75,600117.1813687668,50000,12.002343627375337,True
EMP1519,Consulting,0.5185160715199094,1157010.75,599928.668796304,50000,11.99857337592608,True
EMP1175,Consulting,0.6198111828261417,961099.5,595700.2179086134,50000,11.914004358172267,True
EMP1750,Engineering,0.5663126802566092,951225.0,538690.7792770931,50000,10.773815585541863,True
EMP1870,Consulting,0.5173085399965006,1006013.25,520419.2455746346,50000,10.408384911492691,True
EMP1318,Finance,0.4165041425319454,1192251.75,496577.79281596135,50000,9.931555856319227,True
EMP1365,Finance,0.4147202225993988,1127295.75,467512.3443753562,50000,9.350246887507124,True
EMP1234,Engineering,0.4447041555804175,1049731.5,466819.960293665,50000,9.3363992058733,True
EMP1725,Sales,0.38295233153871805,1172367.0,448960.67606905225,50000,8.979213521381045,True
EMP1427,Operations,0.397668068511639,1098260.25,436743.03234060976,50000,8.734860646812194,True
EMP1115,Consulting,0.597573479223563,725373.75,433464.1155249429,50000,8.66928231049886,True
EMP1612,Consulting,0.7002846807720177,1215768.0,851383.7057728344,100000,8.513837057728344,True
EMP1496,Consulting,0.4300450771043989,989854.5,425682.05477463617,50000,8.513641095492723,True
EMP1705,Finance,0.3915531339647606,1068654.75,418435.11648882774,50000,8.368702329776555,True
EMP1449,Operations,0.4160272893502553,999846.75,415963.5331681624,50000,8.319270663363248,True
EMP1361,Finance,0.6993396451970049,587766.75,411048.59040359664,50000,8.220971808071933,True
EMP1826,Sales,0.3997342063335029,1019418.75,407496.5449527416,50000,8.149930899054832,True
EMP1412,Consulting,0.4971229965459113,811776.0,403552.5176440537,50000,8.071050352881073,True
EMP1023,Consulting,0.5844102166969994,685818.75,400799.4843023653,50000,8.015989686047305,True
EMP1150,Finance,0.6383727234742046,1254005.25,800522.7466934508,100000,8.005227466934508,True
EMP1947,Sales,0.3754699990558845,1057998.0,397246.50806112774,50000,7.944930161222555,True
EMP1456,Finance,0.4756339108246934,819612.0,389835.2609188486,50000,7.796705218376973,True
EMP1086,Engineering,0.5629334556004495,691101.75,389044.29629901797,50000,7.7808859259803596,True
EMP1399,Finance,0.3926835815475463,962651.25,378017.34063122235,50000,7.560346812624447,True
EMP1467,Consulting,0.7058452803814805,521763.0,368283.9510276824,50000,7.365679020553648,True
EMP1800,Finance,0.4501726690981074,795714.0,358208.6952187314,50000,7.164173904374628,True
EMP1503,Finance,0.8628550876028211,817913.25,705740.6089802581,100000,7.057406089802581,True
EMP1849,Consulting,0.8055887872750526,845809.5,681374.6493707185,100000,6.813746493707185,True
EMP1804,Consulting,0.36810346242322833,919326.0,338407.0836956968,50000,6.768141673913935,True
EMP1520,Engineering,0.6343533269579393,1063696.5,674759.4136485157,100000,6.747594136485157,True
EMP1626,Consulting,0.448108495675827,747305.25,334873.83138814784,50000,6.697476627762957,True
EMP1498,Finance,0.4835547181456589,688416.75,332887.16751300055,50000,6.657743350260011,True
EMP1718,Engineering,0.40563835498250994,817599.75,331649.81762411137,50000,6.632996352482228,True
EMP1230,Operations,0.3607213970824704,906559.5,327015.40937838587,50000,6.540308187567717,True
EMP1855,Consulting,0.45330220415445555,716255.25,324680.0835622006,50000,6.493601671244012,True
EMP1076,Consulting,0.430355541189754,751161.0,323266.2986756368,50000,6.465325973512736,True
EMP1181,Engineering,0.3849825482145225,835424.25,321623.7566052063,50000,6.432475132104126,True
EMP1206,HR,0.4436260487939955,722478.75,320510.39320012485,50000,6.410207864002497,True
EMP1536,Engineering,0.9047844069044175,1053883.5,953537.3574938517,150000,6.356915716625678,True
EMP1545,Consulting,0.6372085400804273,985520.25,627981.9197221977,100000,6.279819197221977,True
EMP1616,HR,0.3255000779851667,923742.75,300678.3371632324,50000,6.013566743264648,True
EMP1627,Consulting,0.39021685648518345,769932.0,300440.44474735024,50000,6.008808894947005,True
EMP1363,Engineering,0.39711352854471305,750252.75,297935.5168528745,50000,5.958710337057489,False
EMP1260,Engineering,0.6295510918241618,933585.75,587739.928223979,100000,5.877399282239789,False
EMP1057,HR,0.7715859139372148,1141965.0,881124.1082093115,150000,5.87416072139541,False
EMP1185,HR,0.3763885586519608,774958.5,291685.5128300856,50000,5.833710256601711,False
EMP1466,Engineering,0.4129819405323238,703823.25,290666.2915767669,50000,5.813325831535337,False
EMP1495,HR,0.3607604538084727,803830.5,289990.2559650915,50000,5.799805119301831,False
EMP1067,HR,0.5509157051310752,1052198.25,579672.5408364334,100000,5.796725408364334,False
EMP1500,Engineering,0.3428758273250327,832099.5,285306.804479246,50000,5.706136089584921,False
EMP1673,Consulting,0.43273840448109674,652873.5,282523.43671798933,50000,5.650468734359786,False
EMP1567,HR,0.35331711089685514,782334.0,276411.9886363803,50000,5.528239772727606,False
EMP1973,HR,0.7172032752249834,769394.25,551812.0760392697,100000,5.518120760392697,False
EMP1173,Operations,0.5151085590631425,1069260.75,550785.364195275,100000,5.50785364195275,False
EMP1594,HR,0.3120412393912801,881173.5,274962.47105875215,50000,5.499249421175043,False
EMP1111,Engineering,0.3904289712884001,704074.5,274891.08274539467,50000,5.497821654907893,False
EMP1753,Finance,0.35523684877106027,769278.75,273276.15897654026,50000,5.4655231795308055,False
EMP1747,Operations,0.31349869576886846,862543.5,270406.262293915,50000,5.408125245878299,False
EMP1668,Sales,0.38683455557445523,698445.0,270182.6611682004,50000,5.4036532233640076,False
EMP1146,HR,0.7361152937817352,1091014.5,803112.459187633,150000,5.354083061250886,False
EMP1297,HR,0.4767855109282147,558889.5,266470.41580991447,50000,5.32940831619829,False
EMP1108,Engineering,0.3512325912028771,737992.5,259207.01806328926,50000,5.1841403612657855,False
EMP1014,Consulting,0.7410035493246399,697349.25,516738.2693688756,100000,5.167382693688756,False
EMP1501,Operations,0.3377118037188642,763533.75,257854.35991272834,50000,5.157087198254567,False
EMP1995,Operations,0.3178723889451742,808318.5,256942.13262357982,50000,5.138842652471596,False
EMP1015,HR,0.6074205675354353,844062.0,512700.6190750946,100000,5.127006190750945,False
EMP1769,Sales,0.4222687990844098,603807.75,254969.17347035953,50000,5.099383469407191,False
EMP1420,Operations,0.8041065990081671,943884.75,758983.956178174,150000,5.059893041187827,False
EMP1608,HR,0.2899642896194561,870765.0,252490.75465048567,50000,5.049815093009713,False
EMP1808,Operations,0.5084827050377856,987796.5,502277.436346857,100000,5.02277436346857,False
EMP1291,Engineering,0.8126037583677238,911958.75,741061.1077263315,150000,4.94040738484221,False
EMP1475,Finance,0.5802531882695722,846093.0,490948.1608225671,100000,4.909481608225671,False
EMP1771,Finance,0.3469396530007011,706886.25,245246.87028596687,50000,4.904937405719338,False
EMP1114,Consulting,0.6194016058778229,783226.5,485131.75186606665,100000,4.851317518660666,False
EMP1294,Engineering,0.35581896788867745,681371.25,242444.81492401802,50000,4.84889629848036,False
EMP1222,Engineering,0.35428927057568127,679147.5,240614.6723882975,50000,4.81229344776595,False
EMP1538,Consulting,0.779121350681125,917703.0,715002.0008841205,150000,4.766680005894137,False
EMP1770,Finance,0.5018387242535586,947946.75,475716.38768030703,100000,4.75716387680307,False
EMP1340,Engineering,0.3333914409333764,712451.25,237525.1488322852,50000,4.750502976645704,False
EMP1963,Engineering,0.3094640786865597,763800.75,236368.8953988533,50000,4.727377907977066,False
EMP1095,HR,0.31103189541938164,759892.5,236350.80458997245,50000,4.727016091799449,False
EMP1038,HR,0.5916233069671696,794205.75,469870.6322273411,100000,4.698706322273411,False
EMP1397,Consulting,0.39960466676059786,586498.5,234367.5376480905,50000,4.687350752961811,False
EMP1422,Consulting,0.42456969068514183,549242.25,233191.61219371133,50000,4.663832243874227,False
EMP1952,Finance,0.5514627410840423,844501.5,465711.1120395853,100000,4.657111120395853,False
EMP1174,Sales,0.25942790051042597,885527.25,229730.4753122711,50000,4.594609506245422,False
EMP1757,Operations,0.3273823077448639,692100.75,226581.5407269511,50000,4.531630814539022,False
EMP1502,Operations,0.5153548740875715,876417.75,451666.15919936274,100000,4.5166615919936275,False
EMP1588,Sales,0.801492491420365,838716.0,672224.5764341229,150000,4.481497176227486,False
EMP1840,Finance,0.7546335916750364,888649.5,670604.7639252252,150000,4.470698426168168,False
EMP1615,Sales,0.49035403008529904,911397.0,446907.1919576513,100000,4.469071919576513,False
EMP1881,Sales,0.29983933336278923,742340.25,222582.8056883663,50000,4.451656113767326,False
EMP1259,Engineering,0.33540866263906954,653386.5,219151.49215142243,50000,4.3830298430284484,False
EMP1370,Finance,0.3278374787144629,667545.75,218846.51560655516,50000,4.376930312131103,False
EMP1891,Sales,0.2965900692991426,716553.0,212522.50392650854,50000,4.250450078530171,False
EMP1216,Engineering,0.8554988489697073,744255.0,636709.2958399495,150000,4.244728638932997,False
EMP1310,Sales,0.6771926215340764,907164.75,614325.275215805,150000,4.095501834772033,False
EMP1767,Operations,0.25211021192512234,812055.75,204727.54722751418,50000,4.094550944550283,False
EMP1518,HR,0.30479281852351153,669519.75,204064.8116596568,50000,4.081296233193136,False
EMP1710,HR,0.3339386701193155,608636.25,203247.17991140723,50000,4.064943598228145,False
EMP1406,Engineering,0.333662060837034,605749.5,202115.6265210029,50000,4.042312530420058,False
EMP1861,Operations,0.6283283098548992,639330.75,401709.6095857651,100000,4.017096095857651,False
EMP1792,Operations,0.6818730010088013,881791.5,601269.8163690524,150000,4.008465442460349,False
EMP1904,Consulting,0.32855978162137,602397.0,197923.42676936844,50000,3.9584685353873685,False
EMP1262,Engineering,0.2958625891699831,667127.25,197377.9954908506,50000,3.947559909817012,False
EMP1551,Consulting,0.37591196121793835,523884.0,196934.26189069843,50000,3.9386852378139685,False
EMP1004,Finance,0.5740248510015785,685917.0,393733.40372444974,100000,3.9373340372444976,False
EMP1813,Finance,0.3205623931790478,606324.0,194364.67248189295,50000,3.887293449637859,False
EMP1282,Finance,0.674486069420111,862632.0,581833.2670360092,150000,3.8788884469067284,False
EMP1555,Consulting,0.32631869098429805,591611.25,193053.8086715843,50000,3.861076173431686,False
EMP1373,Sales,0.2649043312502022,725352.0,192148.88648099665,50000,3.842977729619933,False
EMP1938,Operations,0.26405110992595915,715729.5,188989.16888175177,50000,3.7797833776350354,False
EMP1052,Consulting,0.3291979063651113,565288.5,186091.79069227423,50000,3.7218358138454843,False
EMP1630,Finance,0.296732975511124,620064.75,183993.65827706121,50000,3.6798731655412245,False
EMP1233,Sales,0.40639399711152185,896105.25,364171.7943801196,100000,3.6417179438011957,False
EMP1515,Engineering,0.708368133262014,770436.75,545752.842393953,150000,3.6383522826263532,False
EMP1355,Operations,0.6607263463021713,817409.25,540083.8271860981,150000,3.6005588479073207,False
EMP1091,Finance,0.3190726129288972,560246.25,178759.23487111618,50000,3.5751846974223236,False
EMP1648,Consulting,0.3311198517520049,531233.25,175901.87498573578,50000,3.5180374997147155,False
EMP1043,Sales,0.27706917349187526,629314.5,174363.64838145275,50000,3.487272967629055,False
EMP1850,Consulting,0.31824865145860076,545284.5,173536.0567862774,50000,3.470721135725548,False
EMP1801,Finance,0.36635784229824186,472844.25,173230.19917313044,50000,3.464603983462609,False
EMP1613,Finance,0.5229017676186105,662035.5,346179.5331762706,100000,3.461795331762706,False
EMP1001,Finance,0.3059725934785548,565396.5,172995.83344869773,50000,3.4599166689739547,False
EMP1100,Finance,0.4458316821866358,768022.5,342408.7631321855,100000,3.424087631321855,False
EMP1622,Finance,0.6876354023532316,743092.5,510976.7102231688,150000,3.406511401487792,False
EMP1309,Operations,0.6999775662381468,719224.5,503441.015088848,150000,3.3562734339256535,False
EMP1221,Finance,0.262729673447485,633603.0,166466.30928534683,50000,3.3293261857069365,False
EMP1549,Sales,0.22523800982923406,733651.5,165246.2037682323,50000,3.3049240753646463,False
EMP1215,Sales,0.2495403234081071,662187.0,165242.35813664424,50000,3.3048471627328846,False
EMP1094,HR,0.2842171875357184,575034.0,163434.5462174143,50000,3.268690924348286,False
EMP1798,Sales,0.5031274054121556,635634.0,319804.8852117501,100000,3.198048852117501,False
EMP1930,Consulting,0.49940863665920654,637397.25,318321.69163282745,100000,3.1832169163282744,False
EMP1140,Consulting,0.7555846081859101,619707.75,468241.6374735219,150000,3.121610916490146,False
EMP1133,Sales,0.4485331261374606,691496.25,310158.974724831,100000,3.10158974724831,False
EMP1509,Consulting,0.297693689666519,519932.25,154780.54987911496,50000,3.095610997582299,False
EMP1879,Finance,0.28685380312713527,538713.75,154532.08798438078,50000,3.0906417596876157,False
EMP1611,Sales,0.610186816519635,757116.0,461982.20177608,150000,3.0798813451738667,False
EMP1999,Finance,0.6815199161028104,674240.25,459508.1586131379,150000,3.063387724087586,False
EMP1977,Finance,0.5134091659699792,591112.5,303482.57561942935,100000,3.0348257561942935,False
EMP1614,Finance,0.6299768129189607,720246.75,453738.7520802395,150000,3.024925013868263,False
EMP1889,HR,0.6058946932644427,705720.0,427592.0029305825,150000,2.85061335287055,False
EMP1877,Finance,0.7486739525932892,565219.5,423165.1171478026,150000,2.8211007809853506,False
EMP1604,Engineering,0.786504019777013,534651.75,420505.7505558146,150000,2.8033716703720972,False
EMP1107,Sales,0.20693411264028844,662493.0,137092.4010854026,50000,2.7418480217080523,False
EMP1414,Operations,0.2385580430373512,574551.75,137063.94110368544,50000,2.741278822073709,False
EMP1530,Finance,0.23814159771530807,566283.0,134855.5383790178,50000,2.6971107675803556,False
EMP1713,Sales,0.5478643798401026,737773.5,404199.82103996194,150000,2.694665473599746,False
EMP1571,Engineering,0.477051334878005,563904.75,269011.5137315477,100000,2.690115137315477,False
EMP1932,Engineering,0.43145092790007944,619044.0,267087.10821097676,100000,2.6708710821097674,False
EMP1069,Operations,0.20798193946015625,625701.75,130134.66348861382,50000,2.6026932697722764,False
EMP1671,Operations,0.6251263379502445,611847.75,382482.1433405967,150000,2.549880955603978,False
EMP1539,Sales,0.3756887351170628,666335.25,250334.6472364118,100000,2.503346472364118,False
EMP1426,Consulting,0.6748071339770051,550080.0,371197.90825807094,150000,2.474652721720473,False
EMP1436,HR,0.3154145996145212,386931.0,122043.68644344629,50000,2.440873728868926,False
EMP1872,HR,0.2295152279082847,524458.5,120371.21215593714,50000,2.4074242431187427,False
EMP1603,Finance,0.27421325604731045,437981.25,120100.26465017108,50000,2.4020052930034215,False
EMP1261,Consulting,0.6901828032196855,516785.25,356676.29250758595,150000,2.377841950050573,False
EMP1799,Finance,0.7023791192470561,504957.0,354671.2529176357,150000,2.364475019450905,False
EMP1645,Finance,0.2419534105265522,484433.25,117210.2770099619,50000,2.344205540199238,False
EMP1739,HR,0.2618462830190254,446679.0,116961.23585265526,50000,2.339224717053105,False
EMP1272,Consulting,0.676767559828127,511393.5,346094.53110696527,150000,2.3072968740464352,False
EMP1432,Engineering,0.25651896719841955,445222.5,114208.01587349834,50000,2.2841603174699667,False
EMP1601,HR,0.5130164664945153,441021.0,226251.03506987763,100000,2.2625103506987765,False
EMP1202,Engineering,0.27054397216753806,386903.25,104674.34209953003,50000,2.0934868419906003,False
EMP1333,Sales,0.2289513553309874,450369.75,103112.76466257796,50000,2.062255293251559,False
